split,image_name,image_path,absolute_path,annotation_path,label,class_name
train,730.png,images\train\730.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\730.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\730.h5,1,positive
train,731.png,images\train\731.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\731.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\731.h5,1,positive
train,732.png,images\train\732.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\732.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\732.h5,1,positive
train,733.png,images\train\733.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\733.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\733.h5,1,positive
train,734.png,images\train\734.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\734.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\734.h5,1,positive
train,735.png,images\train\735.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\735.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\735.h5,1,positive
train,736.png,images\train\736.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\736.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\736.h5,1,positive
train,737.png,images\train\737.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\737.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\737.h5,1,positive
train,738.png,images\train\738.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\738.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\738.h5,1,positive
train,739.png,images\train\739.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\739.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\739.h5,1,positive
train,74.png,images\train\74.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\74.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\74.h5,1,positive
train,740.png,images\train\740.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\740.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\740.h5,1,positive
train,741.png,images\train\741.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\741.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\741.h5,1,positive
train,742.png,images\train\742.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\742.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\742.h5,1,positive
train,743.png,images\train\743.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\743.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\743.h5,1,positive
train,744.png,images\train\744.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\744.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\744.h5,1,positive
train,745.png,images\train\745.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\745.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\745.h5,1,positive
train,746.png,images\train\746.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\746.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\746.h5,1,positive
train,747.png,images\train\747.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\747.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\747.h5,1,positive
train,748.png,images\train\748.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\748.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\748.h5,1,positive
train,749.png,images\train\749.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\749.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\749.h5,1,positive
train,75.png,images\train\75.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\75.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\75.h5,1,positive
train,750.png,images\train\750.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\750.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\750.h5,1,positive
train,751.png,images\train\751.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\751.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\751.h5,1,positive
train,752.png,images\train\752.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\752.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\752.h5,1,positive
train,753.png,images\train\753.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\753.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\753.h5,1,positive
train,754.png,images\train\754.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\754.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\754.h5,1,positive
train,755.png,images\train\755.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\755.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\755.h5,1,positive
train,756.png,images\train\756.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\756.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\756.h5,1,positive
train,757.png,images\train\757.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\757.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\757.h5,1,positive
train,758.png,images\train\758.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\758.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\758.h5,1,positive
train,759.png,images\train\759.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\759.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\759.h5,1,positive
train,76.png,images\train\76.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\76.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\76.h5,1,positive
train,760.png,images\train\760.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\760.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\760.h5,1,positive
train,761.png,images\train\761.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\761.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\761.h5,1,positive
train,762.png,images\train\762.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\762.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\762.h5,1,positive
train,763.png,images\train\763.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\763.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\763.h5,1,positive
train,764.png,images\train\764.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\764.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\764.h5,1,positive
train,765.png,images\train\765.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\765.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\765.h5,1,positive
train,766.png,images\train\766.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\766.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\766.h5,1,positive
train,767.png,images\train\767.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\767.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\767.h5,1,positive
train,768.png,images\train\768.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\768.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\768.h5,1,positive
train,769.png,images\train\769.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\769.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\769.h5,1,positive
train,77.png,images\train\77.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\77.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\77.h5,1,positive
train,770.png,images\train\770.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\770.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\770.h5,1,positive
train,771.png,images\train\771.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\771.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\771.h5,1,positive
train,772.png,images\train\772.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\772.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\772.h5,1,positive
train,773.png,images\train\773.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\773.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\773.h5,1,positive
train,774.png,images\train\774.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\774.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\774.h5,1,positive
train,775.png,images\train\775.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\775.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\775.h5,1,positive
train,776.png,images\train\776.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\776.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\776.h5,1,positive
train,777.png,images\train\777.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\777.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\777.h5,1,positive
train,778.png,images\train\778.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\778.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\778.h5,1,positive
train,779.png,images\train\779.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\779.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\779.h5,1,positive
train,78.png,images\train\78.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\78.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\78.h5,1,positive
train,780.png,images\train\780.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\780.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\780.h5,1,positive
train,781.png,images\train\781.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\781.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\781.h5,1,positive
train,782.png,images\train\782.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\782.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\782.h5,1,positive
train,783.png,images\train\783.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\783.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\783.h5,1,positive
train,784.png,images\train\784.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\784.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\784.h5,1,positive
train,785.png,images\train\785.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\785.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\785.h5,1,positive
train,786.png,images\train\786.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\786.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\786.h5,1,positive
train,787.png,images\train\787.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\787.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\787.h5,1,positive
train,788.png,images\train\788.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\788.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\788.h5,1,positive
train,789.png,images\train\789.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\789.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\789.h5,1,positive
train,79.png,images\train\79.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\79.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\79.h5,1,positive
train,790.png,images\train\790.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\790.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\790.h5,1,positive
train,791.png,images\train\791.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\791.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\791.h5,1,positive
train,792.png,images\train\792.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\792.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\792.h5,1,positive
train,793.png,images\train\793.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\793.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\793.h5,1,positive
train,794.png,images\train\794.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\794.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\794.h5,1,positive
train,795.png,images\train\795.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\795.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\795.h5,1,positive
train,796.png,images\train\796.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\796.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\796.h5,1,positive
train,797.png,images\train\797.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\797.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\797.h5,1,positive
train,798.png,images\train\798.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\798.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\798.h5,1,positive
train,799.png,images\train\799.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\799.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\799.h5,1,positive
train,8.png,images\train\8.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\8.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\8.h5,1,positive
train,80.png,images\train\80.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\80.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\80.h5,1,positive
train,800.png,images\train\800.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\800.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\800.h5,1,positive
train,801.png,images\train\801.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\801.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\801.h5,1,positive
train,802.png,images\train\802.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\802.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\802.h5,1,positive
train,81.png,images\train\81.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\81.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\81.h5,1,positive
train,82.png,images\train\82.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\82.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\82.h5,1,positive
train,83.png,images\train\83.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\83.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\83.h5,1,positive
train,84.png,images\train\84.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\84.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\84.h5,1,positive
train,85.png,images\train\85.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\85.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\85.h5,1,positive
train,86.png,images\train\86.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\86.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\86.h5,1,positive
train,87.png,images\train\87.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\87.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\87.h5,1,positive
train,88.png,images\train\88.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\88.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\88.h5,1,positive
train,89.png,images\train\89.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\89.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\89.h5,1,positive
train,9.png,images\train\9.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\9.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\9.h5,1,positive
train,90.png,images\train\90.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\90.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\90.h5,1,positive
train,91.png,images\train\91.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\91.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\91.h5,1,positive
train,92.png,images\train\92.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\92.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\92.h5,1,positive
train,93.png,images\train\93.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\93.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\93.h5,1,positive
train,94.png,images\train\94.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\94.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\94.h5,1,positive
train,95.png,images\train\95.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\95.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\95.h5,1,positive
train,96.png,images\train\96.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\96.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\96.h5,1,positive
train,97.png,images\train\97.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\97.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\97.h5,1,positive
train,98.png,images\train\98.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\98.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\98.h5,1,positive
train,99.png,images\train\99.png,C:\Users\Hp\Downloads\BCData\BCData\images\train\99.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\train\positive\99.h5,1,positive
validation,0.png,images\validation\0.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\0.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\0.h5,1,positive
validation,1.png,images\validation\1.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\1.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\1.h5,1,positive
validation,10.png,images\validation\10.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\10.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\10.h5,1,positive
validation,100.png,images\validation\100.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\100.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\100.h5,1,positive
validation,101.png,images\validation\101.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\101.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\101.h5,1,positive
validation,102.png,images\validation\102.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\102.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\102.h5,1,positive
validation,103.png,images\validation\103.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\103.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\103.h5,1,positive
validation,104.png,images\validation\104.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\104.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\104.h5,1,positive
validation,105.png,images\validation\105.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\105.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\105.h5,1,positive
validation,106.png,images\validation\106.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\106.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\106.h5,1,positive
validation,107.png,images\validation\107.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\107.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\107.h5,1,positive
validation,108.png,images\validation\108.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\108.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\108.h5,1,positive
validation,109.png,images\validation\109.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\109.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\109.h5,1,positive
validation,11.png,images\validation\11.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\11.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\11.h5,1,positive
validation,110.png,images\validation\110.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\110.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\110.h5,1,positive
validation,111.png,images\validation\111.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\111.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\111.h5,1,positive
validation,112.png,images\validation\112.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\112.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\112.h5,1,positive
validation,113.png,images\validation\113.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\113.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\113.h5,1,positive
validation,114.png,images\validation\114.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\114.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\114.h5,1,positive
validation,115.png,images\validation\115.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\115.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\115.h5,1,positive
validation,116.png,images\validation\116.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\116.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\116.h5,1,positive
validation,117.png,images\validation\117.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\117.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\117.h5,1,positive
validation,118.png,images\validation\118.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\118.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\118.h5,1,positive
validation,119.png,images\validation\119.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\119.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\119.h5,1,positive
validation,12.png,images\validation\12.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\12.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\12.h5,1,positive
validation,120.png,images\validation\120.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\120.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\120.h5,1,positive
validation,121.png,images\validation\121.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\121.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\121.h5,1,positive
validation,122.png,images\validation\122.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\122.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\122.h5,1,positive
validation,123.png,images\validation\123.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\123.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\123.h5,1,positive
validation,124.png,images\validation\124.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\124.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\124.h5,1,positive
validation,125.png,images\validation\125.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\125.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\125.h5,1,positive
validation,126.png,images\validation\126.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\126.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\126.h5,1,positive
validation,127.png,images\validation\127.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\127.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\127.h5,1,positive
validation,128.png,images\validation\128.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\128.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\128.h5,1,positive
validation,129.png,images\validation\129.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\129.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\129.h5,1,positive
validation,13.png,images\validation\13.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\13.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\13.h5,1,positive
validation,130.png,images\validation\130.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\130.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\130.h5,1,positive
validation,131.png,images\validation\131.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\131.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\131.h5,1,positive
validation,132.png,images\validation\132.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\132.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\132.h5,1,positive
validation,14.png,images\validation\14.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\14.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\14.h5,1,positive
validation,15.png,images\validation\15.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\15.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\15.h5,1,positive
validation,16.png,images\validation\16.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\16.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\16.h5,1,positive
validation,17.png,images\validation\17.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\17.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\17.h5,1,positive
validation,18.png,images\validation\18.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\18.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\18.h5,1,positive
validation,19.png,images\validation\19.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\19.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\19.h5,1,positive
validation,2.png,images\validation\2.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\2.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\2.h5,1,positive
validation,20.png,images\validation\20.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\20.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\20.h5,1,positive
validation,21.png,images\validation\21.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\21.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\21.h5,1,positive
validation,22.png,images\validation\22.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\22.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\22.h5,1,positive
validation,23.png,images\validation\23.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\23.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\23.h5,1,positive
validation,24.png,images\validation\24.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\24.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\24.h5,1,positive
validation,25.png,images\validation\25.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\25.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\25.h5,1,positive
validation,26.png,images\validation\26.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\26.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\26.h5,1,positive
validation,27.png,images\validation\27.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\27.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\27.h5,1,positive
validation,28.png,images\validation\28.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\28.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\28.h5,1,positive
validation,29.png,images\validation\29.png,C:\Users\Hp\Downloads\BCData\BCData\images\validation\29.png,C:\Users\Hp\Downloads\BCData\BCData\annotations\validation\positive\29.h5,1,positive
